country,opec
Algeria,opec
Angola,opec
Ecuador,opec
Indonesia,opec
Iran,opec
Iraq,opec
Kuwait,opec
Libya,opec
Nigeria,opec
Qatar,opec
Saudi Arabia,opec
United Arab Emirates,opec
Venezuela,opec
